REFCODE,A,B,C,α,β,γ,Volume,Density,Atom Count,Total Dispersion Correction Energy (vdW) eV,Total Energy eV,Difference in Energy eV,Total Energy Per Molecule eV,Energy per Atom (vdW) eV,CC,CH,CCl,CO,CS,CBr,CN,HBr,HH,HO,HS,HCl,HN,OCl,OO,OS,BrO,ON,NN,ClCl,NS,SS,NCl,SCl,ClBr,SBr,NBr,BrBr,FF,FO,FC,FH,FS,FCl,FN,FBr,II,BrI,ClI,FI,SI,OI,NI,CI,HI,BAND GAP
FAMDIG02,13.132,3.7632,15.459,90,99.69,90,7.53E+02,1.58416863,72,-10619.37322,-10613.78947,-5.58374721,,-0.077552045,13.1,12.8,0.6,0.7,0,0,2.6,0,31,10.9,0,15.8,6.7,0,0.1,0,0,0.7,0.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115
FAXVIJ,4.994,10.713,11.172,114.31,92.14,95.36,5.40E+02,1.72798821,52,-11360.6926,-11357.06413,-3.62847753,,-0.069778414,1.9,14.9,0,7.2,0,0,5.8,0,9,11.8,0,0,6.7,0,0,0,0,2,0.7,0,0,0,0,0,0,0,0,0,2.6,4.8,4.7,25.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.89
FECZOE01,8.6812,4.9972,17.5379,90,97.339,90,754.591,1.5282787,72,-9015.651703,-9009.826523,-5.825180208,,-0.080905281,18.3,21.1,2.2,0,0,0,0,0,37.7,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644
FEHQEP,5.6377,15.4285,16.3106,90,90,90,1.42E+03,1.43395876,140,-23020.59336,-23012.22862,-8.36474462,,-0.059748176,0,17,0,0.5,0,0,0,0,29.2,16.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.1,3.7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857
FELLOY,13.258,6.215,17.517,90,94.7,90,1.44E+03,1.56182052,128,-27739.27299,-27731.18236,-8.09062742,,-0.063208027,8.6,27.9,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,0,10.1,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.476
GAZROQ,8.0101,8.9669,19.438,90,90,90,1.40E+03,1.35465612,132,-16764.20026,-16756.16941,-8.03084878,,-0.060839763,2.1,18.7,8.4,0,0,0,0,0,40.3,18.8,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601
GEGYEX,7.867,17.522,12.147,90,94.58,90,1.67E+03,2.17373058,136,-20918.70612,-20907.02329,-11.68282262,,-0.085903108,8.9,16.1,0,0,5.2,0,0,0,30.5,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,1.7,0,0,3.7,25.7,1.825
GEHSIW,5.1704,15.5609,10.578,90,102.713,90,830.2,1.72118479,76,-18498.87405,-18493.86162,-5.01243224,,-0.065953056,7,8.6,0,10.6,0,0,0.4,0,4,23.6,0,0,0.9,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,9.6,8.2,1.1,23.7,0,0,2.2,0,0,0,0,0,0,0,0,0,0,1.73
GEHYEZ,13.447,8.1328,6.7939,90,98.88,90,734.087,2.6240837,64,-15449.13876,-15443.45797,-5.68079409,,-0.088762408,10.4,10.3,0,9.2,0,0,0,0,10.3,22.8,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,18.4,0,0,0.9,2.666
GESTII,5.876,9.9959,17.79,102.163,91.168,103.455,9.91E+02,1.73703181,88,-12260.13053,-12253.79485,-6.33568474,,-0.071996418,2.7,29.7,0,3.7,0,4.5,0,17.8,30.8,5.6,0,0,0,0,1,0,3.1,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789
GEYLOL01,5.655,10.644,12.35,90,90,90,7.43E+02,1.78788263,56,-17832.57563,-17828.91735,-3.65828478,,-0.065326514,2.4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,23.5,0,19.3,0,0,0,26.2,0,0,0,0,0,0,0,0,0,0,3.192
GINREC,8.68223,9.37693,10.50952,77.9474,80.9942,75.9219,8.07E+02,1.28622333,80,-9124.093553,-9119.048561,-5.044991787,,-0.063062397,3,32,0,0.4,0,0,1.4,0,50.1,8.9,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.233
GIQVAF,3.821,26.025,10.917,90,95.65,90,1.08E+03,1.47984678,104,-13312.55246,-13304.61111,-7.94135036,,-0.076359138,13.7,13.6,1.2,0,0,0,4.1,0,38.4,0,0,17,10.6,0,0,0,0,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226
GISFUL,9.3043,21.4919,11.002,90,94.3179,90,2.19E+03,1.6845367,200,-11912.72506,-11905.46196,-7.26309728,,-0.036315486,0.5,22.7,0,0,0.4,2.6,0,21.6,39.2,0,8.7,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.417
GOGTAZ,8.1996,11.0966,21.8061,76.617,80.379,88.778,1.90E+03,1.84056599,164,-31268.77104,-31256.52002,-12.251013,,-0.074701299,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.074
GOHBEM,11.1682,7.7306,21.808,90,101.726,90,1.84E+03,1.7303386,164,-29939.73399,-29927.54488,-12.18911362,,-0.074323864,9.9,27.7,0,0,0,5.8,2.2,0.4,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.1,0,8,25.6,0,0,1.7,0.3,0,0,0,0,0,0,0,0,0,2.177
GOLYAI,9.1299,3.8082,21.0777,90,93.028,90,731.817,1.4939078,64,-9269.923091,-9265.151333,-4.771758582,,-0.074558728,9.7,10.4,3.4,0,0,0,5.2,0,24.3,0,0,24.2,20.3,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.618
GORVUG,8.5037,13.244,14.277,62.458,80.781,74.581,1.37E+03,1.32700031,140,-16398.57187,-16389.06591,-9.50595225,,-0.067899659,5.8,19.5,0,0.6,0,0,0,0,62.7,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979
GUGZUF,11.0917,7.2595,24.7955,90,90,90,2.00E+03,2.40206369,160,-48967.68521,-48956.18242,-11.50279771,,-0.071892486,8.1,4,0,6.3,0,0,1.4,0,2,14.3,0,0,0.6,0,6.4,0,0,1.1,0.1,0,0,0,0,0,0,0,0,0,8.1,22,0.7,11,0,0,0,0,0,0,0,2.1,0,9.4,0,0,2.3,2.098
GUHFIZ,9.512,19.479,11.332,90,90,90,2.10E+03,2.03193116,192,-59072.2767,-59058.64713,-13.62956561,,-0.070987321,1.1,5.2,0,0,0,0,5,0,0,0,0,0,3.7,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,28.2,0,31.4,15,0,0,9.7,0,0,0,0,0,0,0,0,0,0,1.448
GUKSOW,8.3131,13.1688,11.7048,90,97.305,90,1.27E+03,1.61614776,128,-24241.46009,-24233.06795,-8.39213827,,-0.06556358,5.6,15.5,0,1,0,0,3.4,0,14.4,21.8,0,0,2.9,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,3.5,28,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1.346
GULLAC,11.595,8.301,13.141,90,104.403,90,1.23E+03,1.52756174,122,-13391.58446,-13383.24642,-8.33803658,,-0.068344562,0.6,31.3,0,0,0,0,0.2,0,53.3,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,3.5,10,2.333
HADPEJ,18.7505,7.0987,20.0419,90,90,90,2.67E+03,1.88268464,232,-32049.56777,-32032.39514,-17.17263134,,-0.074019963,8.7,12.2,0,0,0,7.1,3.1,30.1,31.6,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.912
HAQVIG,4.8819,16.5176,17.7871,90,94.664,90,1.43E+03,1.96568967,124,Not Found,Not Found,#VALUE!,,#VALUE!,7,14.7,0,3.6,0,2.1,1.8,23.3,19.1,12.2,0,0,6.1,0,0.4,0,7.2,0,0,0,0,0,0,0,0,0,1.6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Found
HEJROF,11.9622,9.6463,16.9589,90,105.996,90,1.88E+03,1.45619229,184,-27696.6245,-27684.06244,-12.56206063,,-0.068272069,9.7,30.1,0,1,0,0,0,0,33.2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.9,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2.643
HUFXAJ,10.0427,9.6251,12.5715,90,94.829,90,1.21E+03,2.46730907,72,-23170.70062,-23165.79709,-4.90352735,,-0.068104547,0.1,0,0,15.9,0,3.4,0,0,0,0,0,0,0,0,29.2,0,43.5,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.244
ICOQAU01,5.86578,14.3542,12.3044,90,98.1422,90,1.03E+03,1.47199854,100,-12857.50836,-12850.11867,-7.38969366,,-0.073896937,3.3,30.9,0,0,7.2,0,0,0,36.4,12.5,5.2,0,2.8,0,0,0.9,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614
IDAHOL,16.347,11.142,9.425,90,103.36,90,1.67E+03,1.54035087,168,-15761.12781,-15755.97769,-5.15012085,,-0.030655481,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.645
IDAHUR,10.755,5.419,9.046,90,90,90,527.213,1.39994686,56,-7926.016885,-7922.386903,-3.629981279,,-0.064821094,0,26.8,0,0,0,0,0.4,0,39.2,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768
,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
IFIKOZ,9.3688,15.7662,19.2029,90,92.351,90,2.83E+03,1.39354407,272,-41397.99709,-41380.89065,-17.10644777,,-0.062891352,0.2,18.6,0,0,0,0,0,0,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,2.4,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,No bandgap located
IFIMAN,4.6597,13.388,16.692,90,100.364,90,1.02E+03,1.71267911,100,-12934.01175,-12926.76785,-7.24389949,,-0.072438995,3.4,23,0,1.3,0,1.9,0,18.5,41,7.4,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.145
IFOTED,12.805,5.5896,16.22,90,102.38,90,1.13E+03,1.43104648,116,-14333.18044,-14325.22969,-7.95075216,,-0.068540967,5.8,19.3,0,1.1,0.8,0,0,0,45.5,18.2,7.2,0,0,0,0.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.504
IGAPUC,6.322,24.792,3.8545,90,90,90,6.04E+02,1.61727915,56,-13089.06422,-13085.79314,-3.27107725,,-0.058412094,8.4,8.7,0,0,0,0,0,0,13.2,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,8,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.463
IGEHEI,10.618,10.618,4.803,90,90,120,468.952,1.35520232,42,-5227.716835,-5225.032333,-2.684502751,,-0.063916732,1.7,24.6,0,0,0,0,2,0,43.2,0,0,18.1,2.3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.161
IHOSEF,9.253,9.129,10.515,90,105.373,90,8.56E+02,1.38195535,92,-12223.89789,-12218.27647,-5.62141712,,-0.06110236,0,18.6,0,0.8,0,0,0,0,57.9,22.5,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.263
IKAHAE,6.2583,11.5136,14.2248,87.242,88.821,76.181,994.112,1.50771131,94,-13517.66037,-13511.1181,-6.54227546,,-0.069598675,5.5,19.6,4.3,4.3,0,0,0.2,0,35.1,9.6,0,16.2,1.6,0,2,0,0,0.3,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87
INOKIG,7.4282,9.6456,14.7259,90,100.031,90,1.04E+03,1.88050105,96,-27218.25504,-27212.13009,-6.12495037,,-0.063801566,4.4,3.1,0,0.7,0,0,0,0,5.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.3,26.5,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.494
IRUYEA,7.3361,9.1272,12.8178,83.7628,77.7034,66.4986,7.69E+02,1.79719416,60,-13728.12123,-13723.72158,-4.39964911,,-0.073327485,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1
IRUYIE,13.706,11.4687,17.218,90,113.313,90,2.49E+03,1.74469601,176,-32684.54762,-32670.16247,-14.38515201,,-0.081733818,5.5,10.8,11.4,0,0,0,0,0,8.2,0,0,44,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.459
ISAWIK,7.5096,14.3104,14.8904,77.192,80.05,76.621,1.51E+03,2.40796966,96,-21079.57025,-21071.07769,-8.49255554,,-0.08846412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.172
ISEDAM,9.5397,11.0405,15.5749,84.458,76.437,65,1.45E+03,1.37509192,128,-15502.77246,-15494.1873,-8.58515478,,-0.067071522,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.996
ISEDEQ,9.5268,11.3248,15.6599,84.328,76.509,65.255,1.49E+03,1.72770422,128,-15827.19109,-15818.40257,-8.78851753,,-0.068660293,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.999
JALLEO,12.668,5.0744,18.833,90,93.703,90,1.21E+03,2.06774297,96,-22909.69415,-22902.72913,-6.9650237,,-0.07255233,12.8,7,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,11.4,27.7,0,0,0,0,0,0,0,6.2,0,0,0,7.2,8.8,2.527
JAPYEF,13.431,7.55,14.385,90,116.144,90,1.31E+03,1.37119579,144,-17682.81828,-17673.70861,-9.10967666,,-0.063261643,4.9,20.8,0,0,0,0,0,0,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.785
JUBKIA01,10.411,13.338,21.948,90,90,90,3.05E+03,1.74431662,224,-71331.85972,-71317.75574,-14.10397341,,-0.062964167,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.45
JUPRUH,7.601,9.869,13.993,90,104.53,90,1.02E+03,1.93568766,92,-27490.74455,-27485.23725,-5.50730098,,-0.059861967,0.6,0,0,14.6,0,0,0,0,1,23.5,0,0,0.1,0,19.3,0,0,2.9,0,0,0,0,0,0,0,0,0,0,3.3,14.8,6.2,8.4,0,0,5.2,0,0,0,0,0,0,0,0,0,0,1.805
KADGON,7.201,19.914,21.937,90,92.1,90,3.14E+03,1.42757482,336,-50193.85374,-50173.88382,-19.96991962,,-0.059434285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.277
KAKMIU,26.215,3.8912,9.856,90,90,90,1.01E+03,1.87710158,84,-14371.37958,-14364.87723,-6.50235436,,-0.07740898,9.6,9.6,0,2.6,1.7,1.7,1.2,17.9,15.1,23.1,9.3,0,1.1,0,1.7,0,0,0.6,0,0,0,0.9,0,0,0,2.4,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052
KETVUC,4.9358,9.9438,16.7977,90,90.352,90,8.24E+02,2.01549919,68,-21287.6147,-21282.44286,-5.17184226,,-0.076056504,9.2,0,0,0,3.2,0,7.8,0,0,0,2.7,0,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0,0,0,0,27.9,0,17.9,15.1,15.4,0,0.1,0,0,0,0,0,0,0,0,0,0,2.337
KILSAB,8.553,8.79,22.977,90,91.459,90,1.73E+03,1.99324727,148,-49424.59022,-49415.2734,-9.3168228,,-0.062951505,0,1.2,0,1.5,0,0,1.9,0,0.4,0.6,0,0,3.3,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,35.9,3.5,27,13,0,0,10.2,0,0,0,0,0,0,0,0,0,0,2.363
KILSOP,9.1662,11.1783,12.0105,80.426,75.407,75.909,1.15E+03,1.95389091,100,-31508.55614,-31501.90432,-6.65182608,,-0.066518261,7.8,2.5,0,0.2,0,0,3.2,0,0.9,1.6,0,0,1.3,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,35.4,2.5,16.4,21.1,0,0,6.7,0,0,0,0,0,0,0,0,0,0,1.839
KOFRII,12.0452,11.8133,8.0824,90,96.646,90,1.14E+03,1.84333457,100,-12461.61723,-12454.9819,-6.6353315,,-0.066353315,1.5,10.2,0,0,0,6.8,0.6,27,39.7,0,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,4,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085
KOJCIX,3.823,5.973,18.386,85.99,87.74,86.58,4.18E+02,1.65813829,38,-6795.5307,-6792.575333,-2.955367487,,-0.077772829,8.9,14.7,1.6,8.8,0,0,0,0,12.1,26.6,0,18.4,0,0,5.6,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197
KOKMIH,12.13,5.926,15.66,90,102.295,90,1.10E+03,1.57754528,108,-19674.94551,-19667.53411,-7.41140104,,-0.068624084,6.4,26.8,0,3.4,0,0,0,0,19.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,7.3,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968
KUBMAX01,3.7998,26.683,13.4964,90,92.665,90,1.37E+03,1.76339893,96,-18098.1824,-18090.11898,-8.06341888,,-0.083993947,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.576
NUPJEP,6.384,11.747,17.072,90,90,90,1.28E+03,1.73861802,116,-22154.62836,-22147.61643,-7.01193572,,-0.060447722,0.7,13.8,0,0,0,1.6,0,11.3,18.4,15.6,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,4.7,2.3,0,23.1,0,0,0,6,0,0,0,0,0,0,0,0,0,3.605
ZUPWOY,5.765,9.629,11.29,108.22,100.96,104.09,5.53E+02,1.42536014,54,-7652.475793,-7648.714337,-3.761455656,,-0.069656586,0.2,31.1,0,3.5,0,0,0,0,48.5,15.8,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.301
ZUPWUE,7.657,8.565,11.673,98.048,101.158,97.855,7.33E+02,1.26546961,72,-8794.561168,-8790.222448,-4.338719919,,-0.060259999,0.1,21.6,0,0,0,0,0,0,66.6,10.6,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306
QOYSAY,7.635,5.535,15.583,90,93.933,90,6.57E+02,1.3361716,72,-7811.252542,-7806.256401,-4.996141028,,-0.069390848,0.8,19.8,0,1.5,0,0,0,0,57.9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.122
QOYSUS,7.0404,17.7631,12.0506,90,91.8264,90,1.51E+03,1.38232761,160,-15669.11031,-15658.07176,-11.03854707,,-0.068990919,0.5,17.7,0,0,0.2,0,0,0,64.9,0,12.4,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.266
QQQFDJ03,3.81,9.29,28.77,90,90.51,90,1.02E+03,1.44968658,108,-13380.17563,-13371.89922,-8.27640869,,-0.076633414,18.4,12.7,0,2.2,0,0,0,0,50,15.4,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.742
QQQFDJ04,3.812,9.289,28.754,90,90.47,90,1.02E+03,1.44987965,108,-13380.17275,-13371.93102,-8.2417261,,-0.076312279,18.4,12.7,0,2.2,0,0,0,0,50.1,15.3,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.746
QQQFDS02,3.9419,13.9685,18.3122,90,95.95,90,1.00E+03,1.70299045,96,-10723.27525,-10715.73362,-7.54163256,,-0.078558673,17.1,18.3,0,0,0,1.6,0,15.6,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.799
RADHOW,6.1671,11.2571,13.3083,66.287,88.199,87.382,844.937,1.87565729,70,-13200.51322,-13195.55205,-4.96117197,,-0.070873885,13.3,16.1,0,0,0,0,2.3,0,18.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,9.1,16.4,0,0,0,0,0.3,0,0,1.3,0,0,3.6,2.5,7.7,2.071
RADHUC,6.3332,7.4288,17.8897,91.098,90.858,94.383,838.946,1.70299594,70,-13317.36671,-13312.67186,-4.69485346,,-0.067069335,16.1,12.1,0,0,0,2.7,1.6,8,17.3,0,0,0,1.9,0,0,0,0,0,0.4,0,0,0,0,0,0,0,2.5,0,5.6,0,8.8,21.4,0,0,0,1.5,0,0,0,0,0,0,0,0,0,2.102
RADJAK,18.7781,3.8382,22.9321,90,102.618,90,1.61E+03,1.62345589,140,-21474.28675,-21464.18011,-10.10663813,,-0.072190272,14.3,20.7,0,0,0,5.7,1.6,8.1,23.6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.6,0,1.6,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793
RADJEO,6.1324,11.264,13.064,66.646,89.736,87.726,827.756,1.72601766,70,-13317.26297,-13312.4128,-4.85016803,,-0.069288115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.07
